id	rxn_src	enz	protein_stoich
RXN-C4STMO3_c_FWD-YGR060W	C4STMO3_c	YGR060W	YGR060W:1
RXN-C4STMO4_c_FWD-YGR060W	C4STMO4_c	YGR060W	YGR060W:1
RXN-C5STDS_c_FWD-YLR056W	C5STDS_c	YLR056W	YLR056W:1
RXN-C8STI_c_FWD-YMR202W	C8STI_c	YMR202W	YMR202W:1
RXN-CA2tps_c_e_FWD-YOL122C	CA2tps_c_e	YOL122C	YOL122C:1
RXN-CA2tps_c_e_REV-YOL122C	CA2tps_c_e	YOL122C	YOL122C:1
RXN-CAT_c_FWD-YGR088W	CAT_c	YGR088W	YGR088W:1
RXN-CAT_x_FWD-YDR256C	CAT_x	YDR256C	YDR256C:1
RXN-CBL_c_FWD-YFR055W	CBL_c	YFR055W	YFR055W:1
RXN-CBL_c_FWD-YGL184C	CBL_c	YGL184C	YGL184C:1
RXN-CBPS_c_FWD-YJL130CYJR109CYOR303W	CBPS_c	YJL130CYJR109CYOR303W	YJL130C:1,YJR109C:1,YOR303W:1
RXN-CDPCHOLt_c_rm_FWD-SPONT	CDPCHOLt_c_rm	SPONT	zeroCost
RXN-CDPCHOLt_c_rm_REV-SPONT	CDPCHOLt_c_rm	SPONT	zeroCost
RXN-CDPDAGS_rm_FWD-YBR029C	CDPDAGS_rm	YBR029C	YBR029C:1
RXN-CDPEAt_c_rm_FWD-SPONT	CDPEAt_c_rm	SPONT	zeroCost
RXN-CDPEAt_c_rm_REV-SPONT	CDPEAt_c_rm	SPONT	zeroCost
RXN-CDPt_c_n_FWD-SPONT	CDPt_c_n	SPONT	zeroCost
RXN-CDPt_c_n_REV-SPONT	CDPt_c_n	SPONT	zeroCost
RXN-CDPt_c_rm_FWD-SPONT	CDPt_c_rm	SPONT	zeroCost
RXN-CDPt_c_rm_REV-SPONT	CDPt_c_rm	SPONT	zeroCost
RXN-CER2B24_g_r_FWD-SPONT	CER2B24_g_r		zeroCost
RXN-CER2B24_g_r_REV-SPONT	CER2B24_g_r		zeroCost
RXN-CER2B26_g_r_FWD-SPONT	CER2B26_g_r		zeroCost
RXN-CER2B26_g_r_REV-SPONT	CER2B26_g_r		zeroCost
RXN-CERH124A_r_FWD-YDR297W	CERH124A_r	YDR297W	YDR297W:1
RXN-CERH124B_r_FWD-YMR272C	CERH124B_r	YMR272C	YMR272C:1
RXN-CERH126A_r_FWD-YDR297W	CERH126A_r	YDR297W	YDR297W:1
RXN-CERH126B_r_FWD-YMR272C	CERH126B_r	YMR272C	YMR272C:1
RXN-CERH2A24_r_FWD-YMR272C	CERH2A24_r	YMR272C	YMR272C:1
RXN-CERH2A26_r_FWD-YMR272C	CERH2A26_r	YMR272C	YMR272C:1
RXN-CERH324_r_FWD-YMR272C	CERH324_r	YMR272C	YMR272C:1
RXN-CERH326_r_FWD-YMR272C	CERH326_r	YMR272C	YMR272C:1
RXN-CERS124_r_FWD-YHL003CYMR298W	CERS124_r	YHL003CYMR298W	YHL003C:1,YMR298W:1
RXN-CERS124_r_FWD-YKL008CYMR298W	CERS124_r	YKL008CYMR298W	YKL008C:1,YMR298W:1
RXN-CERS126_r_FWD-YHL003CYMR298W	CERS126_r	YHL003CYMR298W	YHL003C:1,YMR298W:1
RXN-CERS126_r_FWD-YKL008CYMR298W	CERS126_r	YKL008CYMR298W	YKL008C:1,YMR298W:1
RXN-CERS2A24_r_FWD-YHL003CYMR298W	CERS2A24_r	YHL003CYMR298W	YHL003C:1,YMR298W:1
RXN-CERS2A24_r_FWD-YKL008CYMR298W	CERS2A24_r	YKL008CYMR298W	YKL008C:1,YMR298W:1
RXN-CERS2A26_r_FWD-YHL003CYMR298W	CERS2A26_r	YHL003CYMR298W	YHL003C:1,YMR298W:1
RXN-CERS2A26_r_FWD-YKL008CYMR298W	CERS2A26_r	YKL008CYMR298W	YKL008C:1,YMR298W:1
RXN-CERSFA2A24_r_FWD-YBR183W	CERSFA2A24_r	YBR183W	YBR183W:1
RXN-CERt_g_r_FWD-SPONT	CERt_g_r	SPONT	zeroCost
RXN-CERt_g_r_REV-SPONT	CERt_g_r	SPONT	zeroCost
RXN-CHLPCTD_c_FWD-YGR202C	CHLPCTD_c	YGR202C	YGR202C:1
RXN-CHLSTI_c_FWD-SPONT	CHLSTI_c		zeroCost
RXN-CHOLK_c_FWD-YLR133W	CHOLK_c	YLR133W	YLR133W:1
RXN-CHOLPT_rm_FWD-YHR123W	CHOLPT_rm	YHR123W	YHR123W:1
RXN-CHOLPT_rm_FWD-YNL130C	CHOLPT_rm	YNL130C	YNL130C:1
RXN-CHOLt_c_e_FWD-YOR161C	CHOLt_c_e	YOR161C	YOR161C:1
RXN-CHOLt_c_e_REV-YOR161C	CHOLt_c_e	YOR161C	YOR161C:1
RXN-CHOLt_c_en_FWD-YGL077C	CHOLt_c_en	YGL077C	YGL077C:1
RXN-CHOLt_c_en_FWD-YOR161C	CHOLt_c_en	YOR161C	YOR161C:1
RXN-CHOLt_c_en_REV-YGL077C	CHOLt_c_en	YGL077C	YGL077C:1
RXN-CHOLt_c_en_REV-YOR161C	CHOLt_c_en	YOR161C	YOR161C:1
RXN-CHOLtps_e_FWD-YGL077C	CHOLtps_e	YGL077C	YGL077C:1
RXN-CHORM_c_FWD-YPR060C	CHORM_c	YPR060C	YPR060C:1
RXN-CHORS_c_FWD-YGL148W	CHORS_c	YGL148W	YGL148W:1
RXN-CHRPL_c_FWD-SPONT	CHRPL_c		zeroCost
RXN-CHTNDA_c_FWD-YLR307W	CHTNDA_c	YLR307W	YLR307W:1
RXN-CHTNDA_c_FWD-YLR308W	CHTNDA_c	YLR308W	YLR308W:1
RXN-CHTNS_c_FWD-YBR023C	CHTNS_c	YBR023C	YBR023C:1
RXN-CHTNS_c_FWD-YBR038W	CHTNS_c	YBR038W	YBR038W:1
RXN-CHTNS_c_FWD-YNL192W	CHTNS_c	YNL192W	YNL192W:1
RXN-CITICITt_c_m_FWD-YBR291C	CITICITt_c_m	YBR291C	YBR291C:1
RXN-CITICITt_c_m_REV-YBR291C	CITICITt_c_m	YBR291C	YBR291C:1
RXN-CITICTta_x_FWD-SPONT	CITICTta_x	SPONT	zeroCost
RXN-CITICTta_x_REV-SPONT	CITICTta_x	SPONT	zeroCost
RXN-CITMALta_m_FWD-YBR291C	CITMALta_m	YBR291C	YBR291C:1
RXN-CITMALta_m_REV-YBR291C	CITMALta_m	YBR291C	YBR291C:1
RXN-CITMALta_x_FWD-SPONT	CITMALta_x	SPONT	zeroCost
RXN-CITMALta_x_REV-SPONT	CITMALta_x	SPONT	zeroCost
RXN-CITPEPt_c_m_FWD-YBR291C	CITPEPt_c_m	YBR291C	YBR291C:1
RXN-CITPEPt_c_m_REV-YBR291C	CITPEPt_c_m	YBR291C	YBR291C:1
RXN-CITt_c_e_FWD-SPONT	CITt_c_e	SPONT	zeroCost
RXN-CITt_c_e_REV-SPONT	CITt_c_e	SPONT	zeroCost
RXN-CLPNS_mm_FWD-YDL142C	CLPNS_mm	YDL142C	YDL142C:1
RXN-CMPN_c_FWD-SPONT	CMPN_c		zeroCost
RXN-CMPt_c_rm_FWD-SPONT	CMPt_c_rm	SPONT	zeroCost
RXN-CMPt_c_rm_REV-SPONT	CMPt_c_rm	SPONT	zeroCost
RXN-CMPt_m_mm_FWD-YBR192W	CMPt_m_mm	YBR192W	YBR192W:1
RXN-CMPt_m_mm_REV-YBR192W	CMPt_m_mm	YBR192W	YBR192W:1
RXN-CO2t_c_e_FWD-SPONT	CO2t_c_e	SPONT	zeroCost
RXN-CO2t_c_e_REV-SPONT	CO2t_c_e	SPONT	zeroCost
RXN-CO2t_c_gm_FWD-SPONT	CO2t_c_gm	SPONT	zeroCost
RXN-CO2t_c_gm_REV-SPONT	CO2t_c_gm	SPONT	zeroCost
RXN-CO2t_c_m_FWD-SPONT	CO2t_c_m	SPONT	zeroCost
RXN-CO2t_c_m_REV-SPONT	CO2t_c_m	SPONT	zeroCost
RXN-CO2t_c_mm_FWD-SPONT	CO2t_c_mm	SPONT	zeroCost
RXN-CO2t_c_mm_REV-SPONT	CO2t_c_mm	SPONT	zeroCost
RXN-CO2t_c_n_FWD-SPONT	CO2t_c_n	SPONT	zeroCost
RXN-CO2t_c_n_REV-SPONT	CO2t_c_n	SPONT	zeroCost
RXN-CO2t_c_r_FWD-SPONT	CO2t_c_r	SPONT	zeroCost
RXN-CO2t_c_r_REV-SPONT	CO2t_c_r	SPONT	zeroCost
RXN-CO2t_c_rm_FWD-SPONT	CO2t_c_rm	SPONT	zeroCost
RXN-CO2t_c_rm_REV-SPONT	CO2t_c_rm	SPONT	zeroCost
RXN-CO2t_c_vm_FWD-SPONT	CO2t_c_vm	SPONT	zeroCost
RXN-CO2t_c_vm_REV-SPONT	CO2t_c_vm	SPONT	zeroCost
RXN-CO2t_c_x_FWD-SPONT	CO2t_c_x	SPONT	zeroCost
RXN-CO2t_c_x_REV-SPONT	CO2t_c_x	SPONT	zeroCost
RXN-COAHL_m_FWD-YPL148C	COAHL_m	YPL148C	YPL148C:1
RXN-COAt_c_l_FWD-SPONT	COAt_c_l	SPONT	zeroCost
RXN-COAt_c_l_REV-SPONT	COAt_c_l	SPONT	zeroCost
RXN-COAt_c_m_FWD-YHR002W	COAt_c_m	YHR002W	YHR002W:1
RXN-COAt_c_mm_FWD-YHR002W	COAt_c_mm	YHR002W	YHR002W:1
RXN-COAt_c_mm_REV-YHR002W	COAt_c_mm	YHR002W	YHR002W:1
RXN-COAt_c_n_FWD-SPONT	COAt_c_n	SPONT	zeroCost
RXN-COAt_c_n_REV-SPONT	COAt_c_n	SPONT	zeroCost
RXN-COAt_c_r_FWD-SPONT	COAt_c_r	SPONT	zeroCost
RXN-COAt_c_r_REV-SPONT	COAt_c_r	SPONT	zeroCost
RXN-COAt_c_rm_FWD-SPONT	COAt_c_rm	SPONT	zeroCost
RXN-COAt_c_rm_REV-SPONT	COAt_c_rm	SPONT	zeroCost
RXN-COAt_c_x_FWD-SPONT	COAt_c_x	SPONT	zeroCost
RXN-COAt_c_x_REV-SPONT	COAt_c_x	SPONT	zeroCost
RXN-COBALT2t_c_e_FWD-SPONT	COBALT2t_c_e	SPONT	zeroCost
RXN-CPPPGO_c_FWD-YDR044W	CPPPGO_c	YDR044W	YDR044W:1
RXN-CRNACRNt_c_m_FWD-YOR100C	CRNACRNt_c_m	YOR100C	YOR100C:1
RXN-CRNCARt_c_x_FWD-SPONT	CRNCARt_c_x	SPONT	zeroCost
RXN-CRNOAT_c_FWD-YAR035W	CRNOAT_c	YAR035W	YAR035W:1
RXN-CRNOAT_c_FWD-YER024W	CRNOAT_c	YER024W	YER024W:1
RXN-CRNOAT_m_FWD-YML042W	CRNOAT_m	YML042W	YML042W:1
RXN-CRNOAT_x_FWD-YML042W	CRNOAT_x	YML042W	YML042W:1
RXN-CRNt_c_m_FWD-YOR100C	CRNt_c_m	YOR100C	YOR100C:1
RXN-CRNt_c_x_FWD-SPONT	CRNt_c_x	SPONT	zeroCost
RXN-CRNt_e_FWD-YBR132C	CRNt_e	YBR132C	YBR132C:1
RXN-CRNt_e_REV-YBR132C	CRNt_e	YBR132C	YBR132C:1
RXN-CSND_c_FWD-YPR062W	CSND_c	YPR062W	YPR062W:1
RXN-CSNtps_e_FWD-YER056C	CSNtps_e	YER056C	YER056C:1
RXN-CSNtps_e_FWD-YER060W	CSNtps_e	YER060W	YER060W:1
RXN-CSNtps_e_FWD-YER060W-A	CSNtps_e	YER060W-A	YER060W-A:1
RXN-CSNtps_e_FWD-YGL186C	CSNtps_e	YGL186C	YGL186C:1
RXN-CS_m_FWD-YNR001C	CS_m	YNR001C	YNR001C:1
RXN-CS_m_FWD-YPR001W	CS_m	YPR001W	YPR001W:1
RXN-CS_x_FWD-YCR005C	CS_x	YCR005C	YCR005C:1
RXN-CTPCMPt_c_m_FWD-YBR192W	CTPCMPt_c_m	YBR192W	YBR192W:1
RXN-CTPS2_c_FWD-YBL039C	CTPS2_c	YBL039C	YBL039C:1
RXN-CTPS2_c_FWD-YJR103W	CTPS2_c	YJR103W	YJR103W:1
RXN-CTPt2_m_FWD-YBR192W	CTPt2_m	YBR192W	YBR192W:1
RXN-CTPt_c_rm_FWD-SPONT	CTPt_c_rm	SPONT	zeroCost
RXN-CTPt_c_rm_REV-SPONT	CTPt_c_rm	SPONT	zeroCost
RXN-CTPt_m_mm_FWD-YBR192W	CTPt_m_mm	YBR192W	YBR192W:1
RXN-CTPt_m_mm_REV-YBR192W	CTPt_m_mm	YBR192W	YBR192W:1
RXN-CUtps_c_e_FWD-YOL122C	CUtps_c_e	YOL122C	YOL122C:1
RXN-CUtps_c_e_REV-YOL122C	CUtps_c_e	YOL122C	YOL122C:1
RXN-CYCCL_m_FWD-YAL039C	CYCCL_m	YAL039C	YAL039C:1
RXN-CYCCL_m_FWD-YKL087C	CYCCL_m	YKL087C	YKL087C:1
RXN-CYCCL_m_REV-YAL039C	CYCCL_m	YAL039C	YAL039C:1
RXN-CYCCL_m_REV-YKL087C	CYCCL_m	YKL087C	YKL087C:1
RXN-CYSGLYP_c_FWD-YFR044C	CYSGLYP_c	YFR044C	YFR044C:1
RXN-CYSItps_v_FWD-YCR075C	CYSItps_v	YCR075C	YCR075C:1
RXN-CYSItps_v_REV-YCR075C	CYSItps_v	YCR075C	YCR075C:1
RXN-CYSS_c_FWD-YLR303W	CYSS_c	YLR303W	YLR303W:1
RXN-CYSTGL_c_FWD-YAL012W	CYSTGL_c	YAL012W	YAL012W:1
RXN-CYSTRS_c_FWD-YNL247W	CYSTRS_c	YNL247W	YNL247W:1
RXN-CYSTS_c_FWD-YGR155W	CYSTS_c	YGR155W	YGR155W:1
RXN-CYStps_e_FWD-YBR068C	CYStps_e	YBR068C	YBR068C:1
RXN-CYStps_e_FWD-YBR069C	CYStps_e	YBR069C	YBR069C:1
RXN-CYStps_e_FWD-YCL025C	CYStps_e	YCL025C	YCL025C:1
RXN-CYStps_e_FWD-YDR046C	CYStps_e	YDR046C	YDR046C:1
RXN-CYStps_e_FWD-YDR508C	CYStps_e	YDR508C	YDR508C:1
RXN-CYStps_e_FWD-YKR039W	CYStps_e	YKR039W	YKR039W:1
RXN-CYStps_e_FWD-YOL020W	CYStps_e	YOL020W	YOL020W:1
RXN-CYStps_e_REV-YBR068C	CYStps_e	YBR068C	YBR068C:1
RXN-CYStps_e_REV-YBR069C	CYStps_e	YBR069C	YBR069C:1
RXN-CYStps_e_REV-YCL025C	CYStps_e	YCL025C	YCL025C:1
RXN-CYStps_e_REV-YDR046C	CYStps_e	YDR046C	YDR046C:1
RXN-CYStps_e_REV-YDR508C	CYStps_e	YDR508C	YDR508C:1
RXN-CYStps_e_REV-YKR039W	CYStps_e	YKR039W	YKR039W:1
RXN-CYStps_e_REV-YOL020W	CYStps_e	YOL020W	YOL020W:1
RXN-CYTDK2_c_FWD-YNR012W	CYTDK2_c	YNR012W	YNR012W:1
RXN-CYTD_c_FWD-YLR245C	CYTD_c	YLR245C	YLR245C:1
RXN-CYTDtps_e_FWD-YAL022C	CYTDtps_e	YAL022C	YAL022C:1
RXN-CYTK1_c_FWD-SPONT	CYTK1_c		zeroCost
RXN-CYTK2_c_FWD-SPONT	CYTK2_c		zeroCost
RXN-CYTK2_c_REV-SPONT	CYTK2_c		zeroCost
RXN-DADA_c_FWD-YNL141W	DADA_c	YNL141W	YNL141W:1
RXN-DADK_c_FWD-YDL166C	DADK_c	YDL166C	YDL166C:1
RXN-DADK_c_REV-YDL166C	DADK_c	YDL166C	YDL166C:1
RXN-DADPt_c_n_FWD-SPONT	DADPt_c_n	SPONT	zeroCost
RXN-DADPt_c_n_REV-SPONT	DADPt_c_n	SPONT	zeroCost
RXN-DADt_c_e_FWD-SPONT	DADt_c_e	SPONT	zeroCost
RXN-DAGK_rm_FWD-YOR311C	DAGK_rm	YOR311C	YOR311C:1
RXN-DAGL_l_FWD-YMR313C	DAGL_l	YMR313C	YMR313C:1
RXN-DAGL_m_FWD-YDR058C	DAGL_m	YDR058C	YDR058C:1
RXN-DAGt_c_l_FWD-SPONT	DAGt_c_l	SPONT	zeroCost
RXN-DAGt_c_l_REV-SPONT	DAGt_c_l	SPONT	zeroCost
RXN-DAGt_c_mm_FWD-SPONT	DAGt_c_mm	SPONT	zeroCost
RXN-DAGt_c_mm_REV-SPONT	DAGt_c_mm	SPONT	zeroCost
RXN-DAGt_c_n_FWD-SPONT	DAGt_c_n	SPONT	zeroCost
RXN-DAGt_c_n_REV-SPONT	DAGt_c_n	SPONT	zeroCost
RXN-DAGt_c_rm_FWD-SPONT	DAGt_c_rm	SPONT	zeroCost
RXN-DAGt_c_rm_REV-SPONT	DAGt_c_rm	SPONT	zeroCost
RXN-DAGt_gm_rm_FWD-SPONT	DAGt_gm_rm	SPONT	zeroCost
RXN-DAGt_gm_rm_REV-SPONT	DAGt_gm_rm	SPONT	zeroCost
RXN-DANNt_c_e_FWD-SPONT	DANNt_c_e	SPONT	zeroCost
RXN-DANNt_c_e_REV-SPONT	DANNt_c_e	SPONT	zeroCost
RXN-DB4PS_c_FWD-YDR487C	DB4PS_c	YDR487C	YDR487C:1
RXN-DBTS_c_FWD-YNR057C	DBTS_c	YNR057C	YNR057C:1
RXN-DBTS_c_REV-YNR057C	DBTS_c	YNR057C	YNR057C:1
RXN-DCAt_c_e_FWD-SPONT	DCAt_c_e	SPONT	zeroCost
RXN-DCAt_c_e_REV-SPONT	DCAt_c_e	SPONT	zeroCost
RXN-DCAt_c_x_FWD-SPONT	DCAt_c_x	SPONT	zeroCost
RXN-DCAt_c_x_REV-SPONT	DCAt_c_x	SPONT	zeroCost
RXN-DCDPt_c_n_FWD-SPONT	DCDPt_c_n	SPONT	zeroCost
RXN-DCDPt_c_n_REV-SPONT	DCDPt_c_n	SPONT	zeroCost
RXN-DCMPDA_c_FWD-YHR144C	DCMPDA_c	YHR144C	YHR144C:1
RXN-DCTPD_c_FWD-YHR144C	DCTPD_c	YHR144C	YHR144C:1
RXN-DCYTD_c_FWD-YLR245C	DCYTD_c	YLR245C	YLR245C:1
RXN-DCYTt_c_e_FWD-SPONT	DCYTt_c_e	SPONT	zeroCost
RXN-DDCACOAt_c_l_FWD-SPONT	DDCACOAt_c_l	SPONT	zeroCost
RXN-DDCACOAt_c_l_REV-SPONT	DDCACOAt_c_l	SPONT	zeroCost
RXN-DDCACOAt_c_rm_FWD-SPONT	DDCACOAt_c_rm	SPONT	zeroCost
RXN-DDCACOAt_c_rm_REV-SPONT	DDCACOAt_c_rm	SPONT	zeroCost
RXN-DDCAt_c_e_FWD-SPONT	DDCAt_c_e	SPONT	zeroCost
RXN-DDCAt_c_e_REV-SPONT	DDCAt_c_e	SPONT	zeroCost
RXN-DDCAt_c_rm_FWD-SPONT	DDCAt_c_rm	SPONT	zeroCost
RXN-DDCAt_c_rm_REV-SPONT	DDCAt_c_rm	SPONT	zeroCost
RXN-DDCAt_c_x_FWD-YKL188CYPL147W	DDCAt_c_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-DDCAt_c_x_REV-YKL188CYPL147W	DDCAt_c_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-DDCAt_l_rm_FWD-SPONT	DDCAt_l_rm	SPONT	zeroCost
RXN-DDCAt_l_rm_REV-SPONT	DDCAt_l_rm	SPONT	zeroCost
RXN-DDPA_c_FWD-YBR249C	DDPA_c	YBR249C	YBR249C:1
RXN-DDPA_c_FWD-YDR035W	DDPA_c	YDR035W	YDR035W:1
RXN-DGAT_l_FWD-YOR245C	DGAT_l	YOR245C	YOR245C:1
RXN-DGAT_rm_FWD-YOR245C	DGAT_rm	YOR245C	YOR245C:1
RXN-DGDPt_c_n_FWD-SPONT	DGDPt_c_n	SPONT	zeroCost
RXN-DGDPt_c_n_REV-SPONT	DGDPt_c_n	SPONT	zeroCost
RXN-DGK1_c_FWD-YDR454C	DGK1_c	YDR454C	YDR454C:1
RXN-DGK1_c_REV-YDR454C	DGK1_c	YDR454C	YDR454C:1
RXN-DGPP_gm_FWD-YDR503C	DGPP_gm	YDR503C	YDR503C:1
RXN-DGPP_vm_FWD-YDR284C	DGPP_vm	YDR284C	YDR284C:1
RXN-DGSNt_c_e_FWD-SPONT	DGSNt_c_e	SPONT	zeroCost
RXN-DHAD1_m_FWD-YJR016C	DHAD1_m	YJR016C	YJR016C:1
RXN-DHAD2_m_FWD-YJR016C	DHAD2_m	YJR016C	YJR016C:1
RXN-DHAK_c_FWD-YFL053W	DHAK_c	YFL053W	YFL053W:1
RXN-DHAK_c_FWD-YML070W	DHAK_c	YML070W	YML070W:1
RXN-DHAPAT_l_FWD-YKR067W	DHAPAT_l	YKR067W	YKR067W:1
RXN-DHAPAT_rm_FWD-YBL011W	DHAPAT_rm	YBL011W	YBL011W:1
RXN-DHAPAT_rm_FWD-YKR067W	DHAPAT_rm	YKR067W	YKR067W:1
RXN-DHAPt_c_l_FWD-SPONT	DHAPt_c_l	SPONT	zeroCost
RXN-DHAPt_c_l_REV-SPONT	DHAPt_c_l	SPONT	zeroCost
RXN-DHAPt_c_m_FWD-SPONT	DHAPt_c_m	SPONT	zeroCost
RXN-DHAPt_c_m_REV-SPONT	DHAPt_c_m	SPONT	zeroCost
RXN-DHAPt_c_rm_FWD-SPONT	DHAPt_c_rm	SPONT	zeroCost
RXN-DHAPt_c_rm_REV-SPONT	DHAPt_c_rm	SPONT	zeroCost
RXN-DHCRD124_r_FWD-YPL087W	DHCRD124_r	YPL087W	YPL087W:1
RXN-DHCRD124_r_REV-YPL087W	DHCRD124_r	YPL087W	YPL087W:1
RXN-DHCRD126_r_FWD-YPL087W	DHCRD126_r	YPL087W	YPL087W:1
RXN-DHCRD126_r_REV-YPL087W	DHCRD126_r	YPL087W	YPL087W:1
RXN-DHCRD2A24_r_FWD-YPL087W	DHCRD2A24_r	YPL087W	YPL087W:1
RXN-DHCRD2A26_r_FWD-YPL087W	DHCRD2A26_r	YPL087W	YPL087W:1
RXN-DHFRi_c_FWD-YOR236W	DHFRi_c	YOR236W	YOR236W:1
RXN-DHFRi_m_FWD-YOR236W	DHFRi_m	YOR236W	YOR236W:1
RXN-DHFS_1_c_FWD-YMR113W	DHFS_1_c	YMR113W	YMR113W:1
RXN-DHFt_c_m_FWD-SPONT	DHFt_c_m	SPONT	zeroCost
RXN-DHFt_c_m_REV-SPONT	DHFt_c_m	SPONT	zeroCost
RXN-DHNPA2i_m_FWD-YNL256W	DHNPA2i_m	YNL256W	YNL256W:1
RXN-DHNPTt_c_m_FWD-SPONT	DHNPTt_c_m	SPONT	zeroCost
RXN-DHNPTt_c_m_REV-SPONT	DHNPTt_c_m	SPONT	zeroCost
RXN-DHORDfum_c_FWD-YKL216W	DHORDfum_c	YKL216W	YKL216W:1
RXN-DHORTS_c_FWD-YLR420W	DHORTS_c	YLR420W	YLR420W:1
RXN-DHORTS_c_REV-YLR420W	DHORTS_c	YLR420W	YLR420W:1
RXN-DHPPDA2_c_FWD-YOL066C	DHPPDA2_c	YOL066C	YOL066C:1
RXN-DHPTS_m_FWD-YNL256W	DHPTS_m	YNL256W	YNL256W:1
RXN-DHPTt_c_m_FWD-SPONT	DHPTt_c_m	SPONT	zeroCost
RXN-DHPTt_c_m_REV-SPONT	DHPTt_c_m	SPONT	zeroCost
RXN-DHQS_c_FWD-YDR127W	DHQS_c	YDR127W	YDR127W:1
RXN-DHQTi_c_FWD-YDR127W	DHQTi_c	YDR127W	YDR127W:1
RXN-DICAT1_c_FWD-SPONT	DICAT1_c	SPONT	zeroCost
RXN-DICAT2_c_FWD-SPONT	DICAT2_c	SPONT	zeroCost
RXN-DICAT3_c_FWD-SPONT	DICAT3_c	SPONT	zeroCost
RXN-DICAT4_c_FWD-SPONT	DICAT4_c	SPONT	zeroCost
RXN-DICAT5_c_FWD-SPONT	DICAT5_c	SPONT	zeroCost
RXN-DICAT6_c_FWD-SPONT	DICAT6_c	SPONT	zeroCost
RXN-DICAT7_c_FWD-SPONT	DICAT7_c	SPONT	zeroCost
RXN-DICAT8_c_FWD-SPONT	DICAT8_c	SPONT	zeroCost
RXN-DINt_c_e_FWD-SPONT	DINt_c_e	SPONT	zeroCost
RXN-DIPS_c_FWD-YLR172C	DIPS_c	YLR172C	YLR172C:1
RXN-DKMPPD_c_FWD-YEL038WYMR009W	DKMPPD_c	YEL038WYMR009W	YEL038W:1,YMR009W:1
RXN-DMATT_c_FWD-YJL167W	DMATT_c	YJL167W	YJL167W:1
RXN-DNADt_c_n_FWD-SPONT	DNADt_c_n	SPONT	zeroCost
RXN-DNADt_c_n_REV-SPONT	DNADt_c_n	SPONT	zeroCost
RXN-DNMPPA_c_FWD-YDL100C	DNMPPA_c	YDL100C	YDL100C:1
RXN-DNTPPA_c_FWD-SPONT	DNTPPA_c		zeroCost
RXN-DNTPPY1_c_FWD-YJR069C	DNTPPY1_c	YJR069C	YJR069C:1
RXN-DNTPPY2_c_FWD-YJR069C	DNTPPY2_c	YJR069C	YJR069C:1
RXN-DNTPPY3_c_FWD-YJR069C	DNTPPY3_c	YJR069C	YJR069C:1
RXN-DOCOSCOAt_c_en_FWD-SPONT	DOCOSCOAt_c_en	SPONT	zeroCost
RXN-DOCOSCOAt_c_en_REV-SPONT	DOCOSCOAt_c_en	SPONT	zeroCost
RXN-DOCOSCOAt_c_l_FWD-SPONT	DOCOSCOAt_c_l	SPONT	zeroCost
RXN-DOCOSCOAt_c_l_REV-SPONT	DOCOSCOAt_c_l	SPONT	zeroCost
RXN-DOCOSCOAt_c_rm_FWD-SPONT	DOCOSCOAt_c_rm	SPONT	zeroCost
RXN-DOCOSCOAt_c_rm_REV-SPONT	DOCOSCOAt_c_rm	SPONT	zeroCost
RXN-DOLK_c_FWD-YMR013C	DOLK_c	YMR013C	YMR013C:1
RXN-DOLPMMT_r_FWD-YAL023CYDL095W	DOLPMMT_r	YAL023CYDL095W	YAL023C:1,YDL095W:1
RXN-DOLPMMT_r_FWD-YDL093WYOR321W	DOLPMMT_r	YDL093WYOR321W	YDL093W:1,YOR321W:1
RXN-DOLPMMT_r_FWD-YDL095WYOR321W	DOLPMMT_r	YDL095WYOR321W	YDL095W:1,YOR321W:1
RXN-DOLPMMT_r_FWD-YJR143C	DOLPMMT_r	YJR143C	YJR143C:1
RXN-DOLPMT_c_FWD-YPR183W	DOLPMT_c	YPR183W	YPR183W:1
RXN-DOLPt_c_r_FWD-SPONT	DOLPt_c_r	SPONT	zeroCost
RXN-DOLPt_c_r_REV-SPONT	DOLPt_c_r	SPONT	zeroCost
RXN-DPCOAK_c_FWD-SPONT	DPCOAK_c		zeroCost
RXN-DPCOAK_m_FWD-YDR196C	DPCOAK_m	YDR196C	YDR196C:1
RXN-DPGM_c_FWD-YKL152C	DPGM_c	YKL152C	YKL152C:1
RXN-DPGM_c_REV-YKL152C	DPGM_c	YKL152C	YKL152C:1
RXN-DPMVD_c_FWD-YNR043W	DPMVD_c	YNR043W	YNR043W:1
RXN-DPR_c_FWD-YHR063C	DPR_c	YHR063C	YHR063C:1
RXN-DRAPPRy_c_FWD-YBR153W	DRAPPRy_c	YBR153W	YBR153W:1
RXN-DRBK_c_FWD-YCR036W	DRBK_c	YCR036W	YCR036W:1
RXN-DTMPK_c_FWD-YJR057W	DTMPK_c	YJR057W	YJR057W:1
RXN-DTTPt_c_FWD-SPONT	DTTPt_c	SPONT	zeroCost
RXN-DTTPt_c_REV-SPONT	DTTPt_c	SPONT	zeroCost
RXN-DUDPt_c_n_FWD-SPONT	DUDPt_c_n	SPONT	zeroCost
RXN-DUDPt_c_n_REV-SPONT	DUDPt_c_n	SPONT	zeroCost
RXN-DUMPt_c_n_FWD-SPONT	DUMPt_c_n	SPONT	zeroCost
