id	rxn_src	enz	protein_stoich
RXN-GLYt_c_m_FWD-YPR058W	GLYt_c_m	YPR058W	YPR058W:1
RXN-GLYt_c_m_REV-YDL119C	GLYt_c_m	YDL119C	YDL119C:1
RXN-GLYt_c_m_REV-YPR058W	GLYt_c_m	YPR058W	YPR058W:1
RXN-GLYtps_e_FWD-YCL025C	GLYtps_e	YCL025C	YCL025C:1
RXN-GLYtps_e_FWD-YKR039W	GLYtps_e	YKR039W	YKR039W:1
RXN-GLYtps_e_FWD-YOL020W	GLYtps_e	YOL020W	YOL020W:1
RXN-GLYtps_e_FWD-YOR348C	GLYtps_e	YOR348C	YOR348C:1
RXN-GLYtps_e_FWD-YPL265W	GLYtps_e	YPL265W	YPL265W:1
RXN-GLYtps_e_REV-YCL025C	GLYtps_e	YCL025C	YCL025C:1
RXN-GLYtps_e_REV-YKR039W	GLYtps_e	YKR039W	YKR039W:1
RXN-GLYtps_e_REV-YOL020W	GLYtps_e	YOL020W	YOL020W:1
RXN-GLYtps_e_REV-YOR348C	GLYtps_e	YOR348C	YOR348C:1
RXN-GLYtps_e_REV-YPL265W	GLYtps_e	YPL265W	YPL265W:1
RXN-GMPS2_c_FWD-YMR217W	GMPS2_c	YMR217W	YMR217W:1
RXN-GND_c_FWD-YGR256W	GND_c	YGR256W	YGR256W:1
RXN-GND_c_FWD-YHR183W	GND_c	YHR183W	YHR183W:1
RXN-GPDDA1pp_c_FWD-YPL110C	GPDDA1pp_c	YPL110C	YPL110C:1
RXN-GPIA2_r_FWD-YMR281W	GPIA2_r	YMR281W	YMR281W:1
RXN-GPIA2_r_REV-YMR281W	GPIA2_r	YMR281W	YMR281W:1
RXN-GPIA3_r_FWD-YJL091C	GPIA3_r	YJL091C	YJL091C:1
RXN-GPIA3_r_REV-YJL091C	GPIA3_r	YJL091C	YJL091C:1
RXN-GPIA5_r_FWD-YCL052CYJR013W	GPIA5_r	YCL052CYJR013W	YCL052C:1,YJR013W:1
RXN-GPIA5_r_REV-YCL052CYJR013W	GPIA5_r	YCL052CYJR013W	YCL052C:1,YJR013W:1
RXN-GPIA6_r_FWD-YKL165C	GPIA6_r	YKL165C	YKL165C:1
RXN-GPIA6_r_REV-YKL165C	GPIA6_r	YKL165C	YKL165C:1
RXN-GPIA7_r_FWD-YBR004CYNL158W	GPIA7_r	YBR004CYNL158W	YBR004C:1,YNL158W:1
RXN-GPIA7_r_REV-YBR004CYNL158W	GPIA7_r	YBR004CYNL158W	YBR004C:1,YNL158W:1
RXN-GPIA8_r_FWD-YGL142C	GPIA8_r	YGL142C	YGL142C:1
RXN-GPIA8_r_REV-YGL142C	GPIA8_r	YGL142C	YGL142C:1
RXN-GPIA9_r_FWD-YDR302W	GPIA9_r	YDR302W	YDR302W:1
RXN-GPIA9_r_FWD-YLL031C	GPIA9_r	YLL031C	YLL031C:1
RXN-GPIA9_r_REV-YDR302W	GPIA9_r	YDR302W	YDR302W:1
RXN-GPIA9_r_REV-YLL031C	GPIA9_r	YLL031C	YLL031C:1
RXN-GRTT_c_FWD-YJL167W	GRTT_c	YJL167W	YJL167W:1
RXN-GSNK_c_FWD-SPONT	GSNK_c		zeroCost
RXN-GSNt_c_e_FWD-SPONT	GSNt_c_e	SPONT	zeroCost
RXN-GSNt_c_m_FWD-SPONT	GSNt_c_m	SPONT	zeroCost
RXN-GTHCT_c_FWD-YER163C	GTHCT_c	YER163C	YER163C:1
RXN-GTHH_c_FWD-YBR281CYNL191W	GTHH_c	YBR281CYNL191W	YBR281C:1,YNL191W:1
RXN-GTHOXt_c_e_FWD-YJL212C	GTHOXt_c_e	YJL212C	YJL212C:1
RXN-GTHO_c_FWD-YCL035CYPL091W	GTHO_c	YCL035CYPL091W	YCL035C:1,YPL091W:1
RXN-GTHO_c_FWD-YDR098CYPL091W	GTHO_c	YDR098CYPL091W	YDR098C:1,YPL091W:1
RXN-GTHO_c_FWD-YDR513WYPL091W	GTHO_c	YDR513WYPL091W	YDR513W:1,YPL091W:1
RXN-GTHO_c_FWD-YER174CYPL091W	GTHO_c	YER174CYPL091W	YER174C:1,YPL091W:1
RXN-GTHO_m_FWD-YPL059WYPL091W	GTHO_m	YPL059WYPL091W	YPL059W:1,YPL091W:1
RXN-GTHP_c_FWD-YPL091W	GTHP_c	YPL091W	YPL091W:1
RXN-GTHP_c_REV-YPL091W	GTHP_c	YPL091W	YPL091W:1
RXN-GTHP_m_FWD-YBL064C	GTHP_m	YBL064C	YBL064C:1
RXN-GTHP_m_REV-YBL064C	GTHP_m	YBL064C	YBL064C:1
RXN-GTHRDt_c_e_FWD-YJL212C	GTHRDt_c_e	YJL212C	YJL212C:1
RXN-GTHRDt_c_v_FWD-YDR135C	GTHRDt_c_v	YDR135C	YDR135C:1
RXN-GTHRDt_c_v_FWD-YLL015W	GTHRDt_c_v	YLL015W	YLL015W:1
RXN-GTHRDt_c_v_REV-YDR135C	GTHRDt_c_v	YDR135C	YDR135C:1
RXN-GTHRDt_c_v_REV-YLL015W	GTHRDt_c_v	YLL015W	YLL015W:1
RXN-GTHRDtabc_v_FWD-YDR135C	GTHRDtabc_v	YDR135C	YDR135C:1
RXN-GTHS_c_FWD-YOL049W	GTHS_c	YOL049W	YOL049W:1
RXN-GTMLT_c_FWD-YLR299W	GTMLT_c	YLR299W	YLR299W:1
RXN-GTPCII2_c_FWD-YBL033C	GTPCII2_c	YBL033C	YBL033C:1
RXN-GTPCI_c_FWD-YGR267C	GTPCI_c	YGR267C	YGR267C:1
RXN-GTPGDPtp_m_FWD-YDL198C	GTPGDPtp_m	YDL198C	YDL198C:1
RXN-GUAD_1_c_FWD-YDL238C	GUAD_1_c	YDL238C	YDL238C:1
RXN-GUAPRT_c_FWD-YDR399W	GUAPRT_c	YDR399W	YDR399W:1
RXN-GUAt_c_m_FWD-SPONT	GUAt_c_m	SPONT	zeroCost
RXN-GUAt_c_m_REV-SPONT	GUAt_c_m	SPONT	zeroCost
RXN-GUAtps_e_FWD-YER056C	GUAtps_e	YER056C	YER056C:1
RXN-GUAtps_e_FWD-YER060W	GUAtps_e	YER060W	YER060W:1
RXN-GUAtps_e_FWD-YER060W-A	GUAtps_e	YER060W-A	YER060W-A:1
RXN-GUAtps_e_FWD-YGL186C	GUAtps_e	YGL186C	YGL186C:1
RXN-GUAtps_e_REV-YER056C	GUAtps_e	YER056C	YER056C:1
RXN-GUAtps_e_REV-YER060W	GUAtps_e	YER060W	YER060W:1
RXN-GUAtps_e_REV-YER060W-A	GUAtps_e	YER060W-A	YER060W-A:1
RXN-GUAtps_e_REV-YGL186C	GUAtps_e	YGL186C	YGL186C:1
RXN-H2O2t_c_n_FWD-SPONT	H2O2t_c_n	SPONT	zeroCost
RXN-H2O2t_c_n_REV-SPONT	H2O2t_c_n	SPONT	zeroCost
RXN-H2Ot_c_e_FWD-SPONT	H2Ot_c_e	SPONT	zeroCost
RXN-H2Ot_c_e_REV-SPONT	H2Ot_c_e	SPONT	zeroCost
RXN-H2Ot_c_en_FWD-SPONT	H2Ot_c_en	SPONT	zeroCost
RXN-H2Ot_c_en_REV-SPONT	H2Ot_c_en	SPONT	zeroCost
RXN-H2Ot_c_g_FWD-SPONT	H2Ot_c_g	SPONT	zeroCost
RXN-H2Ot_c_g_REV-SPONT	H2Ot_c_g	SPONT	zeroCost
RXN-H2Ot_c_gm_FWD-SPONT	H2Ot_c_gm	SPONT	zeroCost
RXN-H2Ot_c_gm_REV-SPONT	H2Ot_c_gm	SPONT	zeroCost
RXN-H2Ot_c_l_FWD-SPONT	H2Ot_c_l	SPONT	zeroCost
RXN-H2Ot_c_l_REV-SPONT	H2Ot_c_l	SPONT	zeroCost
RXN-H2Ot_c_m_FWD-SPONT	H2Ot_c_m	SPONT	zeroCost
RXN-H2Ot_c_m_REV-SPONT	H2Ot_c_m	SPONT	zeroCost
RXN-H2Ot_c_mm_FWD-SPONT	H2Ot_c_mm	SPONT	zeroCost
RXN-H2Ot_c_mm_REV-SPONT	H2Ot_c_mm	SPONT	zeroCost
RXN-H2Ot_c_n_FWD-SPONT	H2Ot_c_n	SPONT	zeroCost
RXN-H2Ot_c_n_REV-SPONT	H2Ot_c_n	SPONT	zeroCost
RXN-H2Ot_c_r_FWD-SPONT	H2Ot_c_r	SPONT	zeroCost
RXN-H2Ot_c_r_REV-SPONT	H2Ot_c_r	SPONT	zeroCost
RXN-H2Ot_c_rm_FWD-SPONT	H2Ot_c_rm	SPONT	zeroCost
RXN-H2Ot_c_rm_REV-SPONT	H2Ot_c_rm	SPONT	zeroCost
RXN-H2Ot_c_v_FWD-SPONT	H2Ot_c_v	SPONT	zeroCost
RXN-H2Ot_c_v_REV-SPONT	H2Ot_c_v	SPONT	zeroCost
RXN-H2Ot_c_vm_FWD-SPONT	H2Ot_c_vm	SPONT	zeroCost
RXN-H2Ot_c_vm_REV-SPONT	H2Ot_c_vm	SPONT	zeroCost
RXN-H2Ot_c_x_FWD-SPONT	H2Ot_c_x	SPONT	zeroCost
RXN-H2Ot_c_x_REV-SPONT	H2Ot_c_x	SPONT	zeroCost
RXN-HACD100i_x_FWD-YKR009C	HACD100i_x	YKR009C	YKR009C:1
RXN-HACD120i_x_FWD-YKR009C	HACD120i_x	YKR009C	YKR009C:1
RXN-HACD121ai_x_FWD-YKR009C	HACD121ai_x	YKR009C	YKR009C:1
RXN-HACD140i_x_FWD-YKR009C	HACD140i_x	YKR009C	YKR009C:1
RXN-HACD141ai_x_FWD-YKR009C	HACD141ai_x	YKR009C	YKR009C:1
RXN-HACD141bi_x_FWD-YKR009C	HACD141bi_x	YKR009C	YKR009C:1
RXN-HACD160i_x_FWD-YKR009C	HACD160i_x	YKR009C	YKR009C:1
RXN-HACD161ai_x_FWD-YKR009C	HACD161ai_x	YKR009C	YKR009C:1
RXN-HACD161bi_x_FWD-YKR009C	HACD161bi_x	YKR009C	YKR009C:1
RXN-HACD180i_x_FWD-YKR009C	HACD180i_x	YKR009C	YKR009C:1
RXN-HACD181ai_x_FWD-YKR009C	HACD181ai_x	YKR009C	YKR009C:1
RXN-HACD200i_x_FWD-YKR009C	HACD200i_x	YKR009C	YKR009C:1
RXN-HACD220i_x_FWD-YKR009C	HACD220i_x	YKR009C	YKR009C:1
RXN-HACD240i_x_FWD-YKR009C	HACD240i_x	YKR009C	YKR009C:1
RXN-HACD260i_x_FWD-YKR009C	HACD260i_x	YKR009C	YKR009C:1
RXN-HACD40i_x_FWD-YKR009C	HACD40i_x	YKR009C	YKR009C:1
RXN-HACD60i_x_FWD-YKR009C	HACD60i_x	YKR009C	YKR009C:1
RXN-HACD80i_x_FWD-YKR009C	HACD80i_x	YKR009C	YKR009C:1
RXN-HACNH_m_FWD-YDR234W	HACNH_m	YDR234W	YDR234W:1
RXN-HACNH_m_FWD-YJL200C	HACNH_m	YJL200C	YJL200C:1
RXN-HACNH_m_REV-YDR234W	HACNH_m	YDR234W	YDR234W:1
RXN-HACNH_m_REV-YJL200C	HACNH_m	YJL200C	YJL200C:1
RXN-HBZOPT6_m_FWD-YNR041C	HBZOPT6_m	YNR041C	YNR041C:1
RXN-HCITR_m_FWD-YDR234W	HCITR_m	YDR234W	YDR234W:1
RXN-HCITR_m_REV-YDR234W	HCITR_m	YDR234W	YDR234W:1
RXN-HCITS_c_FWD-YDL182W	HCITS_c	YDL182W	YDL182W:1
RXN-HCITS_m_FWD-YDL131W	HCITS_m	YDL131W	YDL131W:1
RXN-HCITt_c_m_FWD-SPONT	HCITt_c_m	SPONT	zeroCost
RXN-HCO3E_c_FWD-YNL036W	HCO3E_c	YNL036W	YNL036W:1
RXN-HCO3E_c_REV-YNL036W	HCO3E_c	YNL036W	YNL036W:1
RXN-HCO3E_e_FWD-SPONT	HCO3E_e		zeroCost
RXN-HCO3E_e_REV-SPONT	HCO3E_e		zeroCost
RXN-HCO3E_m_FWD-SPONT	HCO3E_m		zeroCost
RXN-HCO3E_m_REV-SPONT	HCO3E_m		zeroCost
RXN-HCO3E_n_FWD-SPONT	HCO3E_n		zeroCost
RXN-HCO3E_n_REV-SPONT	HCO3E_n		zeroCost
RXN-HCO3t_c_n_FWD-SPONT	HCO3t_c_n	SPONT	zeroCost
RXN-HCO3t_c_n_REV-SPONT	HCO3t_c_n	SPONT	zeroCost
RXN-HCYSMT_c_FWD-YLL062C	HCYSMT_c	YLL062C	YLL062C:1
RXN-HCYSMT_c_FWD-YPL273W	HCYSMT_c	YPL273W	YPL273W:1
RXN-HDCAt_c_e_FWD-SPONT	HDCAt_c_e	SPONT	zeroCost
RXN-HDCAt_c_e_REV-SPONT	HDCAt_c_e	SPONT	zeroCost
RXN-HDCAt_c_en_FWD-SPONT	HDCAt_c_en	SPONT	zeroCost
RXN-HDCAt_c_en_REV-SPONT	HDCAt_c_en	SPONT	zeroCost
RXN-HDCAt_c_l_FWD-SPONT	HDCAt_c_l	SPONT	zeroCost
RXN-HDCAt_c_l_REV-SPONT	HDCAt_c_l	SPONT	zeroCost
RXN-HDCAt_c_mm_FWD-SPONT	HDCAt_c_mm	SPONT	zeroCost
RXN-HDCAt_c_mm_REV-SPONT	HDCAt_c_mm	SPONT	zeroCost
RXN-HDCAt_c_rm_FWD-SPONT	HDCAt_c_rm	SPONT	zeroCost
RXN-HDCAt_c_rm_REV-SPONT	HDCAt_c_rm	SPONT	zeroCost
RXN-HDCEAt_c_e_FWD-SPONT	HDCEAt_c_e	SPONT	zeroCost
RXN-HDCEAt_c_e_REV-SPONT	HDCEAt_c_e	SPONT	zeroCost
RXN-HDCEAt_c_en_FWD-SPONT	HDCEAt_c_en	SPONT	zeroCost
RXN-HDCEAt_c_en_REV-SPONT	HDCEAt_c_en	SPONT	zeroCost
RXN-HDCEAt_c_l_FWD-SPONT	HDCEAt_c_l	SPONT	zeroCost
RXN-HDCEAt_c_l_REV-SPONT	HDCEAt_c_l	SPONT	zeroCost
RXN-HDCEAt_c_rm_FWD-SPONT	HDCEAt_c_rm	SPONT	zeroCost
RXN-HDCEAt_c_rm_REV-SPONT	HDCEAt_c_rm	SPONT	zeroCost
RXN-HDCEAt_x_FWD-SPONT	HDCEAt_x	SPONT	zeroCost
RXN-HDCEAt_x_REV-SPONT	HDCEAt_x	SPONT	zeroCost
RXN-HDCOAt_c_l_FWD-SPONT	HDCOAt_c_l	SPONT	zeroCost
RXN-HDCOAt_c_l_REV-SPONT	HDCOAt_c_l	SPONT	zeroCost
RXN-HDCOAt_c_mm_FWD-SPONT	HDCOAt_c_mm	SPONT	zeroCost
RXN-HDCOAt_c_mm_REV-SPONT	HDCOAt_c_mm	SPONT	zeroCost
RXN-HDCOAt_c_rm_FWD-SPONT	HDCOAt_c_rm	SPONT	zeroCost
RXN-HDCOAt_c_rm_REV-SPONT	HDCOAt_c_rm	SPONT	zeroCost
RXN-HEME1_c_FWD-SPONT	HEME1_c	SPONT	zeroCost
RXN-HEME2_c_FWD-SPONT	HEME2_c	SPONT	zeroCost
RXN-HEME3_c_FWD-SPONT	HEME3_c	SPONT	zeroCost
RXN-HEME4_c_FWD-SPONT	HEME4_c	SPONT	zeroCost
RXN-HEMEAt_c_m_FWD-SPONT	HEMEAt_c_m	SPONT	zeroCost
RXN-HEMEAt_c_m_REV-SPONT	HEMEAt_c_m	SPONT	zeroCost
RXN-HEMEOS_m_FWD-YPL172C	HEMEOS_m	YPL172C	YPL172C:1
RXN-HETZK_c_FWD-YPL214C	HETZK_c	YPL214C	YPL214C:1
RXN-HEX1_c_FWD-YCL040W	HEX1_c	YCL040W	YCL040W:1
RXN-HEX1_c_FWD-YFR053C	HEX1_c	YFR053C	YFR053C:1
RXN-HEX1_c_FWD-YGL253W	HEX1_c	YGL253W	YGL253W:1
RXN-HEX1_c_FWD-YLR446W	HEX1_c	YLR446W	YLR446W:1
RXN-HEX4_c_FWD-YFR053C	HEX4_c	YFR053C	YFR053C:1
RXN-HEX4_c_FWD-YGL253W	HEX4_c	YGL253W	YGL253W:1
RXN-HEX4_c_FWD-YLR446W	HEX4_c	YLR446W	YLR446W:1
RXN-HEX7_c_FWD-YFR053C	HEX7_c	YFR053C	YFR053C:1
RXN-HEX7_c_FWD-YGL253W	HEX7_c	YGL253W	YGL253W:1
RXN-HEX7_c_FWD-YLR446W	HEX7_c	YLR446W	YLR446W:1
RXN-HICITD_m_FWD-YIL094C	HICITD_m	YIL094C	YIL094C:1
RXN-HISTD_c_FWD-YCL030C	HISTD_c	YCL030C	YCL030C:1
RXN-HISTP_c_FWD-YFR025C	HISTP_c	YFR025C	YFR025C:1
RXN-HISTRS_c_FWD-YPR033C	HISTRS_c	YPR033C	YPR033C:1
RXN-HISTRS_m_FWD-YPR033C	HISTRS_m	YPR033C	YPR033C:1
RXN-HISt_c_m_FWD-YBR147W	HISt_c_m	YBR147W	YBR147W:1
RXN-HISt_c_v_FWD-YBR147W	HISt_c_v	YBR147W	YBR147W:1
RXN-HISt_c_v_FWD-YDR352W	HISt_c_v	YDR352W	YDR352W:1
RXN-HISt_c_v_REV-YBR147W	HISt_c_v	YBR147W	YBR147W:1
RXN-HISt_c_v_REV-YDR352W	HISt_c_v	YDR352W	YDR352W:1
RXN-HIStpa_v_FWD-YBR293W	HIStpa_v	YBR293W	YBR293W:1
RXN-HIStpa_v_FWD-YCL069W	HIStpa_v	YCL069W	YCL069W:1
RXN-HIStpa_v_FWD-YMR088C	HIStpa_v	YMR088C	YMR088C:1
RXN-HIStpa_v_FWD-YOL092W	HIStpa_v	YOL092W	YOL092W:1
RXN-HIStps_e_FWD-YBR069C	HIStps_e	YBR069C	YBR069C:1
RXN-HIStps_e_FWD-YGR191W	HIStps_e	YGR191W	YGR191W:1
RXN-HIStps_e_FWD-YKR039W	HIStps_e	YKR039W	YKR039W:1
RXN-HIStps_e_REV-YBR069C	HIStps_e	YBR069C	YBR069C:1
RXN-HIStps_e_REV-YGR191W	HIStps_e	YGR191W	YGR191W:1
RXN-HIStps_e_REV-YKR039W	HIStps_e	YKR039W	YKR039W:1
RXN-HKYNH_c_FWD-YLR231C	HKYNH_c	YLR231C	YLR231C:1
RXN-HMGCOAR_c_FWD-YLR450W	HMGCOAR_c	YLR450W	YLR450W:1
RXN-HMGCOAR_c_FWD-YML075C	HMGCOAR_c	YML075C	YML075C:1
RXN-HMGCOAS_c_FWD-YML126C	HMGCOAS_c	YML126C	YML126C:1
RXN-HMGCOAS_m_FWD-YML126C	HMGCOAS_m	YML126C	YML126C:1
RXN-HMGCOAt_c_m_FWD-SPONT	HMGCOAt_c_m	SPONT	zeroCost
RXN-HMGCOAt_c_m_REV-SPONT	HMGCOAt_c_m	SPONT	zeroCost
RXN-HMPK1_c_FWD-YOL055C	HMPK1_c	YOL055C	YOL055C:1
RXN-HMPK1_c_FWD-YPL258C	HMPK1_c	YPL258C	YPL258C:1
RXN-HMPK1_c_FWD-YPR121W	HMPK1_c	YPR121W	YPR121W:1
RXN-HOMOX_m_FWD-YDR376WYER141WYPL252C	HOMOX_m	YDR376WYER141WYPL252C	YDR376W:1,YER141W:1,YPL252C:1
RXN-HOMt_c_e_FWD-SPONT	HOMt_c_e	SPONT	zeroCost
RXN-HOMt_c_e_REV-SPONT	HOMt_c_e	SPONT	zeroCost
RXN-HPPK2_m_FWD-YNL256W	HPPK2_m	YNL256W	YNL256W:1
RXN-HPRORy_c_FWD-YER023W	HPRORy_c	YER023W	YER023W:1
RXN-HSDx_c_FWD-YJR139C	HSDx_c	YJR139C	YJR139C:1
RXN-HSDy_c_FWD-YJR139C	HSDy_c	YJR139C	YJR139C:1
RXN-HSERTA_c_FWD-YNL277W	HSERTA_c	YNL277W	YNL277W:1
RXN-HSK_c_FWD-YHR025W	HSK_c	YHR025W	YHR025W:1
RXN-HSTPT_c_FWD-YIL116W	HSTPT_c	YIL116W	YIL116W:1
RXN-HXANt_c_e_FWD-SPONT	HXANt_c_e	SPONT	zeroCost
RXN-HXANt_c_e_REV-SPONT	HXANt_c_e	SPONT	zeroCost
RXN-HXAt_c_e_FWD-YNL065W	HXAt_c_e	YNL065W	YNL065W:1
RXN-HXAt_c_e_REV-YNL065W	HXAt_c_e	YNL065W	YNL065W:1
RXN-HXAt_c_x_FWD-SPONT	HXAt_c_x	SPONT	zeroCost
RXN-HXAt_c_x_REV-SPONT	HXAt_c_x	SPONT	zeroCost
RXN-HXCAt_en_rm_FWD-SPONT	HXCAt_en_rm	SPONT	zeroCost
RXN-HXCAt_en_rm_REV-SPONT	HXCAt_en_rm	SPONT	zeroCost
RXN-HXCAt_l_rm_FWD-SPONT	HXCAt_l_rm	SPONT	zeroCost
RXN-HXCAt_l_rm_REV-SPONT	HXCAt_l_rm	SPONT	zeroCost
RXN-HXCAt_r_rm_FWD-SPONT	HXCAt_r_rm	SPONT	zeroCost
RXN-HXCAt_r_rm_REV-SPONT	HXCAt_r_rm	SPONT	zeroCost
RXN-HXCCOAt_c_en_FWD-SPONT	HXCCOAt_c_en	SPONT	zeroCost
RXN-HXCCOAt_c_en_REV-SPONT	HXCCOAt_c_en	SPONT	zeroCost
RXN-HXCCOAt_c_l_FWD-SPONT	HXCCOAt_c_l	SPONT	zeroCost
RXN-HXCCOAt_c_l_REV-SPONT	HXCCOAt_c_l	SPONT	zeroCost
RXN-HXCCOAt_c_r_FWD-SPONT	HXCCOAt_c_r	SPONT	zeroCost
RXN-HXCCOAt_c_r_REV-SPONT	HXCCOAt_c_r	SPONT	zeroCost
RXN-HXCCOAt_c_rm_FWD-SPONT	HXCCOAt_c_rm	SPONT	zeroCost
RXN-HXCCOAt_c_rm_REV-SPONT	HXCCOAt_c_rm	SPONT	zeroCost
RXN-HXPRT_c_FWD-YDR399W	HXPRT_c	YDR399W	YDR399W:1
RXN-HYPOE_c_FWD-SPONT	HYPOE_c		zeroCost
RXN-Ht_c_e_FWD-SPONT	Ht_c_e	SPONT	zeroCost
RXN-Ht_c_en_FWD-SPONT	Ht_c_en	SPONT	zeroCost
RXN-Ht_c_en_REV-SPONT	Ht_c_en	SPONT	zeroCost
RXN-Ht_c_g_FWD-SPONT	Ht_c_g	SPONT	zeroCost
RXN-Ht_c_g_REV-SPONT	Ht_c_g	SPONT	zeroCost
RXN-Ht_c_gm_FWD-SPONT	Ht_c_gm	SPONT	zeroCost
RXN-Ht_c_gm_REV-SPONT	Ht_c_gm	SPONT	zeroCost
RXN-Ht_c_l_FWD-SPONT	Ht_c_l	SPONT	zeroCost
RXN-Ht_c_l_REV-SPONT	Ht_c_l	SPONT	zeroCost
RXN-Ht_c_m_FWD-SPONT	Ht_c_m	SPONT	zeroCost
RXN-Ht_c_n_FWD-SPONT	Ht_c_n	SPONT	zeroCost
RXN-Ht_c_n_REV-SPONT	Ht_c_n	SPONT	zeroCost
RXN-Ht_c_r_FWD-SPONT	Ht_c_r	SPONT	zeroCost
RXN-Ht_c_r_REV-SPONT	Ht_c_r	SPONT	zeroCost
RXN-Ht_c_rm_FWD-SPONT	Ht_c_rm	SPONT	zeroCost
RXN-Ht_c_rm_REV-SPONT	Ht_c_rm	SPONT	zeroCost
RXN-Ht_c_v_FWD-SPONT	Ht_c_v	SPONT	zeroCost
RXN-Ht_c_v_REV-SPONT	Ht_c_v	SPONT	zeroCost
RXN-Ht_c_vm_FWD-SPONT	Ht_c_vm	SPONT	zeroCost
RXN-Ht_c_vm_REV-SPONT	Ht_c_vm	SPONT	zeroCost
RXN-Ht_c_x_FWD-SPONT	Ht_c_x	SPONT	zeroCost
RXN-Ht_c_x_REV-SPONT	Ht_c_x	SPONT	zeroCost
RXN-Ht_m_mm_FWD-SPONT	Ht_m_mm	SPONT	zeroCost
RXN-Ht_m_mm_REV-SPONT	Ht_m_mm	SPONT	zeroCost
RXN-IAMACt_c_e_FWD-SPONT	IAMACt_c_e	SPONT	zeroCost
RXN-IAMOHt_c_e_FWD-SPONT	IAMOHt_c_e	SPONT	zeroCost
RXN-IAMOHt_c_e_REV-SPONT	IAMOHt_c_e	SPONT	zeroCost
RXN-IAMOHt_c_m_FWD-SPONT	IAMOHt_c_m	SPONT	zeroCost
RXN-IAMOHt_c_m_REV-SPONT	IAMOHt_c_m	SPONT	zeroCost
RXN-IBTALDt_c_e_FWD-SPONT	IBTALDt_c_e	SPONT	zeroCost
RXN-IBTALDt_c_e_REV-SPONT	IBTALDt_c_e	SPONT	zeroCost
RXN-IBTALDt_c_m_FWD-SPONT	IBTALDt_c_m	SPONT	zeroCost
RXN-IBTALDt_c_m_REV-SPONT	IBTALDt_c_m	SPONT	zeroCost
RXN-IBUTACt_c_e_FWD-SPONT	IBUTACt_c_e	SPONT	zeroCost
RXN-IBUTOHt_c_e_FWD-SPONT	IBUTOHt_c_e	SPONT	zeroCost
RXN-IBUTOHt_c_e_REV-SPONT	IBUTOHt_c_e	SPONT	zeroCost
RXN-IBUTOHt_c_m_FWD-SPONT	IBUTOHt_c_m	SPONT	zeroCost
RXN-IBUTOHt_c_m_REV-SPONT	IBUTOHt_c_m	SPONT	zeroCost
RXN-ICDHx_m_FWD-YNL037CYOR136W	ICDHx_m	YNL037CYOR136W	YNL037C:1,YOR136W:1
RXN-ICDHy_c_FWD-YLR174W	ICDHy_c	YLR174W	YLR174W:1
RXN-ICDHy_c_REV-YLR174W	ICDHy_c	YLR174W	YLR174W:1
RXN-ICDHy_x_FWD-YNL009W	ICDHy_x	YNL009W	YNL009W:1
RXN-ICDHyi_m_FWD-YDL066W	ICDHyi_m	YDL066W	YDL066W:1
RXN-ICL_1_c_FWD-YER065C	ICL_1_c	YER065C	YER065C:1
RXN-ICOSCOAt_c_en_FWD-SPONT	ICOSCOAt_c_en	SPONT	zeroCost
RXN-ICOSCOAt_c_en_REV-SPONT	ICOSCOAt_c_en	SPONT	zeroCost
RXN-ICOSCOAt_c_rm_FWD-SPONT	ICOSCOAt_c_rm	SPONT	zeroCost
RXN-ICOSCOAt_c_rm_REV-SPONT	ICOSCOAt_c_rm	SPONT	zeroCost
RXN-ID3ACALDt_c_e_FWD-SPONT	ID3ACALDt_c_e	SPONT	zeroCost
RXN-ID3ACALDt_c_e_REV-SPONT	ID3ACALDt_c_e	SPONT	zeroCost
RXN-ID3ACALDt_c_m_FWD-SPONT	ID3ACALDt_c_m	SPONT	zeroCost
RXN-ID3ACALDt_c_m_REV-SPONT	ID3ACALDt_c_m	SPONT	zeroCost
RXN-IG3PS_c_FWD-YBR248C	IG3PS_c	YBR248C	YBR248C:1
RXN-IGPDH_c_FWD-YOR202W	IGPDH_c	YOR202W	YOR202W:1
RXN-IGPS_c_FWD-YKL211C	IGPS_c	YKL211C	YKL211C:1
RXN-ILETA_c_FWD-YJR148W	ILETA_c	YJR148W	YJR148W:1
RXN-ILETA_c_REV-YJR148W	ILETA_c	YJR148W	YJR148W:1
RXN-ILETA_m_FWD-YHR208W	ILETA_m	YHR208W	YHR208W:1
RXN-ILETA_m_REV-YHR208W	ILETA_m	YHR208W	YHR208W:1
RXN-ILETRS_c_FWD-YBL076C	ILETRS_c	YBL076C	YBL076C:1
RXN-ILETRS_m_FWD-YPL040C	ILETRS_m	YPL040C	YPL040C:1
RXN-ILEt_c_m_FWD-SPONT	ILEt_c_m	SPONT	zeroCost
RXN-ILEt_c_v_FWD-YCL038C	ILEt_c_v	YCL038C	YCL038C:1
RXN-ILEt_c_v_REV-YCL038C	ILEt_c_v	YCL038C	YCL038C:1
RXN-ILEtpa_v_FWD-YJR001W	ILEtpa_v	YJR001W	YJR001W:1
RXN-ILEtps_e_FWD-YBR068C	ILEtps_e	YBR068C	YBR068C:1
RXN-ILEtps_e_FWD-YBR069C	ILEtps_e	YBR069C	YBR069C:1
RXN-ILEtps_e_FWD-YCL025C	ILEtps_e	YCL025C	YCL025C:1
RXN-ILEtps_e_FWD-YDR046C	ILEtps_e	YDR046C	YDR046C:1
