"PItps_m"	 1.021218584878473E+04	 0.000000000000000E+00
"PMANM_c"	 3.168044921190971E+02	 0.000000000000000E+00
"PMEVK_c"	 5.285219478070432E+01	 0.000000000000000E+00
"PPA_c"	 0.000000000000000E+00	 3.364280648161534E+05
"PPA_m"	 9.999999999999999E-05	 0.000000000000000E+00
"PPCK_c"	 9.999801533643724E-05	 0.000000000000000E+00
"PPIt_c_m"	 4.774505007807454E-04	 0.000000000000000E+00
"PPND2_c"	 0.000000000000000E+00	 1.738713914507689E+01
"PPNDH_c"	 0.000000000000000E+00	 2.547222251147696E+04
"PRAGSi_c"	 1.114217978028221E+04	 0.000000000000000E+00
"PRAIS_c"	 1.114217978028221E+04	 0.000000000000000E+00
"PRAIi_c"	 0.000000000000000E+00	 8.646029198398835E+02
"PRAMPC_c"	 1.148764678832528E+00	 0.000000000000000E+00
"PRASCSi_c"	 1.114217978028221E+04	 0.000000000000000E+00
"PRATPP_c"	 1.148764678832528E+00	 0.000000000000000E+00
"PRFGS_c"	 1.114217978028221E+04	 0.000000000000000E+00
"PRMICI_c"	 1.148764678832528E+00	 0.000000000000000E+00
"PROD2_m"	 1.990119145509877E+01	 0.000000000000000E+00
"PROt_c_m"	 1.990119145509877E+01	 0.000000000000000E+00
"PSCIT_c"	 0.000000000000000E+00	 2.651293114307957E+04
"PSERT_c"	 1.665791123191921E+03	 0.000000000000000E+00
"PSP_L_c"	 1.665791124105453E+03	 0.000000000000000E+00
"PYRDC_c"	 4.650615767693484E+04	 0.000000000000000E+00
"PYRtps_m"	 9.999999999999999E-05	 0.000000000000000E+00
"RNDR1_c"	 6.764169079125025E-01	 0.000000000000000E+00
"RNDR2_c"	 4.564378519267328E-01	 0.000000000000000E+00
"RNDR3_c"	 0.000000000000000E+00	 4.116559300875196E-01
"RPE_c"	 2.520341612712185E+03	 0.000000000000000E+00
"RPI_c"	 0.000000000000000E+00	 1.644120159201830E+03
"SACCD1_c"	 0.000000000000000E+00	 7.153871560244757E+03
"SACCD2_c"	 0.000000000000000E+00	 7.153871560244757E+03
"SADT_c"	 9.999999999999999E-05	 0.000000000000000E+00
"SAM24MT_c"	 1.299705333106708E+01	 0.000000000000000E+00
"SERt_c_m"	 0.000000000000000E+00	 9.782916453749053E+04
"SHK3Di_c"	 0.000000000000000E+00	 2.651293114307957E+04
"SHKK_c"	 0.000000000000000E+00	 2.651293114307957E+04
"SQLS_c"	 8.808885701303597E+00	 0.000000000000000E+00
"SSALy_c"	 9.999999999999999E-05	 0.000000000000000E+00
"SUCCt2_m"	 2.697274958017746E+05	 0.000000000000000E+00
"SUCDq6_m"	 1.207357282057663E+03	 0.000000000000000E+00
"SUCOAS_m"	 9.999999999999999E-05	 0.000000000000000E+00
"TALA_c"	 0.000000000000000E+00	 9.190331782397217E+03
"THRA_c"	 0.000000000000000E+00	 2.655087610055035E+05
"THRD_L_m"	 9.999999999999999E-05	 0.000000000000000E+00
"THRS_c"	 0.000000000000000E+00	 3.938069542224773E+05
"THRt_c_m"	 9.999999999999999E-05	 0.000000000000000E+00
"TKT1_c"	 0.000000000000000E+00	 1.188849058646959E+04
"TKT2_c"	 1.451663636861805E+04	 0.000000000000000E+00
"TMDS_c"	 6.764161277328959E-01	 0.000000000000000E+00
"TRE6PP_c"	 0.000000000000000E+00	 6.139288194085060E-01
"TRE6PS_c"	 0.000000000000000E+00	 6.139288194085060E-01
"TRPS1_c"	 0.000000000000000E+00	 8.646029198398835E+02
"TYRTA_c"	 0.000000000000000E+00	 1.738713914507689E+01
"UAGDP_c"	 0.000000000000000E+00	 6.003678289993983E-01
"UMPK_c"	 4.233132985928125E+01	 0.000000000000000E+00
"VALTA_c"	 1.475694964219076E+02	 0.000000000000000E+00
"VALTA_m"	 1.428703411698171E+03	 0.000000000000000E+00
"VALt_c_m"	 1.428703411698171E+03	 0.000000000000000E+00
"compACYLCOA_c"	 4.613674472235557E+01	 0.000000000000000E+00
